player,org,rds,average_combat_score,kill_deaths,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,clutch_won_played,total_kills,total_deaths,total_assists,total_first_kills,total_first_deaths,map_id,agent,region
Rmcdowell,Nebula,344,297.0,0.82,167.2,0.78,0.19,0.29,0.02,28.2,27.3,0.85,268,282,65,100,7,7,Killjoy,NA
Johnstonbilly,Mirage,406,290.8,1.33,156.5,1.11,0.39,0.08,0.15,16.8,12.7,0.82,451,540,158,32,61,2,Viper,Japan
Scottholmes,Eclipse,475,301.9,1.54,188.8,1.14,0.81,0.27,0.14,24.2,64.5,0.15,542,732,385,128,66,2,Fade,Russia
Kathleen15,T1A,461,323.8,1.02,146.3,1.02,0.71,0.14,0.17,49.9,13.9,0.76,470,470,327,65,78,4,Killjoy,ASIA
Vanessa12,OrgY,445,294.1,1.2,160.0,1.01,0.28,0.09,0.03,36.4,14.1,0.45,449,534,125,40,13,7,Cypher,ASIA
Frances20,Fusion,182,305.9,1.23,138.4,1.3,0.88,0.21,0.05,27.3,42.6,0.91,237,224,160,38,9,2,Skye,ASIA
Alyssa48,Revolution,480,258.0,0.99,163.7,1.24,0.61,0.09,0.21,43.5,38.8,0.15,595,475,293,43,101,6,Cypher,China
Kristina28,OrgZ,206,262.7,1.46,161.3,0.81,0.62,0.18,0.06,21.2,41.4,0.43,167,301,128,37,12,3,Fade,China
Lisaboyd,Revolution,447,287.8,1.27,191.9,1.08,0.44,0.25,0.18,21.0,38.3,0.03,483,568,197,112,80,4,Cypher,Japan
Cole05,OrgZ,314,338.5,1.39,177.8,0.49,0.37,0.2,0.08,44.1,41.9,0.28,154,436,116,63,25,2,Sova,EU
Anthonyray,Legion,224,304.5,1.74,203.9,1.34,0.32,0.17,0.16,37.6,49.9,0.49,300,390,72,38,36,5,Phoenix,Oceania
Melanieellis,Pulse,311,271.2,1.4,203.4,1.21,0.41,0.34,0.12,32.1,66.3,0.19,376,435,128,106,37,5,Skye,Oceania
Emily97,Spectre,310,280.9,1.72,199.6,0.85,0.6,0.24,0.12,33.4,20.2,0.65,264,533,186,74,37,5,Fade,EU
Lhiggins,Valor,469,356.1,1.42,164.0,0.76,0.52,0.15,0.09,16.7,53.4,0.49,356,666,244,70,42,3,Astra,India
Moodyryan,Fusion,175,275.3,1.32,177.5,0.85,0.56,0.17,0.21,28.3,37.3,0.29,149,231,98,30,37,6,Cypher,Russia
Allison58,OrgY,246,309.2,1.2,169.7,0.71,0.48,0.23,0.18,29.1,23.5,0.7,175,295,118,57,44,5,Cypher,EU
Dawnpoole,Harmony,330,272.2,1.2,177.6,1.12,0.4,0.08,0.08,38.1,28.6,0.6,370,396,132,26,26,7,Brimstone,ME
Nzimmerman,Dominion,173,315.3,1.2,207.5,1.76,0.16,0.29,0.0,47.4,26.1,0.05,304,208,28,50,0,3,Raze,LATAM
Sarah56,Spectre,232,294.0,1.28,177.6,1.13,0.46,0.2,0.07,21.1,46.5,0.57,262,297,107,46,16,7,Brimstone,Oceania
Nacevedo,Zenith,497,306.5,1.48,155.7,1.62,0.29,0.21,0.06,34.5,51.5,0.2,805,736,144,104,30,1,Jett,ME
Ldickson,Quantum,346,289.8,2.02,179.2,1.5,0.4,0.26,0.07,54.2,60.5,0.47,519,699,138,90,24,1,Reyna,Russia
Cward,Titan,256,302.0,1.32,158.0,0.79,0.36,0.21,0.03,30.0,33.7,0.21,202,338,92,54,8,1,Omen,ME
Lbell,Eclipse,231,326.4,1.25,205.1,0.81,0.47,0.27,0.05,20.8,41.7,0.56,187,289,109,62,12,4,Killjoy,Japan
Kyleblair,Harmony,380,294.2,1.42,171.2,0.98,0.32,0.11,0.02,24.5,28.6,0.06,372,540,122,42,8,7,Omen,China
Laurajones,Pulse,444,291.9,0.89,173.9,1.56,0.63,0.27,0.18,45.0,29.3,0.42,693,395,280,120,80,7,Skye,Russia
Whunt,Sentinel,243,289.1,1.21,160.9,0.82,0.53,0.02,0.06,45.5,12.4,0.71,199,294,129,5,15,6,Killjoy,ASIA
Michael48,Storm,258,336.2,0.52,155.4,0.75,0.45,0.11,0.03,48.1,55.5,0.44,194,134,116,28,8,6,Cypher,Oceania
Thorntonjohn,Phantom,173,304.4,1.72,175.5,1.68,0.22,0.27,0.17,54.8,22.7,0.15,291,298,38,47,29,6,Yoru,LATAM
Scott54,OrgY,165,289.7,1.51,144.4,0.74,0.59,0.12,0.13,40.0,18.2,0.03,122,249,97,20,21,2,Cypher,ASIA
Ichan,Fusion,331,292.3,0.87,173.0,0.83,0.52,0.27,0.19,35.7,34.3,0.74,275,288,172,89,63,6,Sage,Russia
Garciachristina,Aegis,483,294.7,1.42,152.5,1.5,0.24,0.26,0.17,42.9,18.3,0.42,724,686,116,126,82,3,Jett,NA
Brownphyllis,Fusion,390,296.7,1.22,152.7,0.9,0.57,0.15,0.23,37.6,16.9,0.16,351,476,222,58,90,2,Cypher,EU
Wherring,Dominion,358,253.4,1.56,194.0,0.62,0.6,0.22,0.13,26.9,29.9,0.73,222,558,215,79,47,5,Sova,Oceania
Williamsjamie,Fusion,355,332.8,2.09,199.3,1.28,0.6,0.28,0.11,32.5,60.5,0.35,454,742,213,99,39,7,Skye,Russia
Briannajackson,Eclipse,463,242.5,0.67,158.5,1.39,0.54,0.25,0.13,30.5,23.0,0.01,644,310,250,116,60,3,Viper,India
Manuel19,Mirage,116,273.8,0.98,161.5,0.79,0.41,0.11,0.12,24.2,23.5,0.19,92,114,48,13,14,1,Sage,Russia
Taylorjoseph,Storm,176,232.1,0.75,161.9,0.85,0.16,0.2,0.01,41.4,43.1,0.18,150,132,28,35,2,7,Astra,India
Adam52,Vanguard,339,278.6,1.56,160.3,0.86,0.35,0.18,0.05,15.2,20.8,0.71,292,529,119,61,17,2,Brimstone,EU
Rachelcox,Rising,480,286.2,1.6,163.8,0.86,0.33,0.26,0.05,26.8,47.4,0.81,413,768,158,125,24,2,Cypher,ASIA
Qoliver,Mystic,198,304.7,1.25,195.7,1.44,0.17,0.19,0.17,32.1,40.1,0.94,285,248,34,38,34,5,Jett,Russia
Nbarrett,T1A,498,324.4,1.09,131.4,0.86,0.72,0.2,0.03,35.9,19.9,0.98,428,543,359,100,15,7,Killjoy,Oceania
Dianatorres,Quantum,140,263.0,1.28,183.0,0.91,0.39,0.19,0.0,22.0,14.6,0.25,127,179,55,27,0,4,Cypher,EU
Shawnawilson,OrgY,388,313.0,0.98,169.4,1.27,0.61,0.17,0.06,34.0,35.7,0.88,493,380,237,66,23,2,Fade,ASIA
Fjones,Infinity,114,244.1,0.85,173.0,0.67,0.29,0.16,0.11,43.5,41.2,0.78,76,97,33,18,13,2,Brimstone,India
Roberta27,Spectre,300,317.0,2.29,173.0,1.16,0.64,0.21,0.18,33.6,53.3,0.81,348,687,192,63,54,2,Breach,Russia
Sanchezmary,Harmony,221,303.4,1.49,145.4,2.2,0.47,0.23,0.08,54.3,39.7,0.78,486,329,104,51,18,6,Raze,EU
Vsmith,Eclipse,341,380.5,1.24,173.9,0.91,0.57,0.24,0.18,37.9,53.8,0.19,310,423,194,82,61,5,Skye,EU
Benjaminrichards,Sentinel,367,277.0,1.56,163.9,1.01,0.7,0.2,0.07,47.5,36.2,0.5,371,573,257,73,26,2,Fade,ME
Justin64,Zenith,307,285.2,1.3,153.3,0.77,0.49,0.3,0.17,35.6,50.3,0.66,236,399,150,92,52,1,Sage,ASIA
Monroedavid,Obsidian,483,311.4,1.55,161.2,1.67,0.15,0.14,0.2,53.0,34.6,0.24,807,749,72,68,97,2,Jett,EU
Jenniferbaldwin,Aegis,362,293.5,1.64,166.8,0.52,0.34,0.13,0.12,16.3,32.0,0.19,188,594,123,47,43,1,Astra,NA
Deborah64,Infinity,240,319.8,1.5,182.5,1.51,0.52,0.23,0.2,25.2,36.4,0.68,362,360,125,55,48,1,Sova,India
Bsalazar,Valor,481,311.0,1.33,216.0,1.68,0.28,0.2,0.01,37.0,54.5,0.65,808,640,135,96,5,6,Yoru,NA
Larry64,Titan,303,317.7,1.6,189.7,0.63,0.38,0.14,0.04,15.2,18.4,0.98,191,485,115,42,12,7,Astra,NA
Jamie75,Pulse,287,299.1,1.4,184.0,0.8,0.43,0.15,0.1,30.7,14.5,0.06,230,402,123,43,29,5,Brimstone,EU
Lmartinez,Pulse,187,268.1,1.59,147.5,1.03,0.67,0.34,0.07,35.9,35.6,0.61,193,297,125,64,13,5,Skye,Japan
Andrea07,Infinity,316,296.2,1.04,143.8,1.62,0.47,0.26,0.04,42.1,19.6,0.68,512,329,149,82,13,3,Jett,ASIA
Leecharlene,Valor,212,310.9,1.98,173.8,1.0,0.48,0.19,0.19,26.5,62.9,0.8,212,420,102,40,40,3,Sova,LATAM
Nicole57,Ascend,117,295.4,1.79,157.2,0.75,0.74,0.22,0.19,33.8,19.4,0.6,88,209,87,26,22,6,Killjoy,ME
Yrogers,Phantom,122,320.4,1.32,150.0,0.72,0.42,0.06,0.05,26.4,10.2,0.84,88,161,51,7,6,1,Astra,India
Ryanbaker,Storm,321,265.9,0.8,186.4,0.94,0.72,0.19,0.15,24.4,18.6,0.31,302,257,231,61,48,4,Sage,EU
Kristinachavez,Dominion,480,274.9,1.28,151.7,0.91,0.52,0.07,0.13,34.8,13.7,0.44,437,614,250,34,62,3,Viper,Oceania
Denise31,Nebula,434,215.5,1.46,142.5,0.65,0.44,0.02,0.13,33.7,47.6,0.77,282,634,191,9,56,2,Sage,ME
Richardsbrett,Rising,206,344.3,1.63,193.2,0.99,0.47,0.17,0.14,26.5,51.3,0.93,204,336,97,35,29,6,Fade,ASIA
Aaron20,Sentinel,367,323.3,1.32,160.4,0.83,0.37,0.14,0.15,27.3,35.8,0.74,305,484,136,51,55,5,Viper,China
Csmith,OrgZ,220,260.6,1.24,154.7,0.82,0.4,0.16,0.08,38.8,29.1,0.55,180,273,88,35,18,4,Astra,ME
Vwilcox,Revolution,474,293.2,1.5,160.4,0.57,0.37,0.11,0.05,21.1,34.3,0.57,270,711,175,52,24,4,Omen,NA
Walkerdeborah,Valor,426,313.3,1.28,159.8,0.83,0.47,0.05,0.1,23.9,40.2,0.38,354,545,200,21,43,2,Sage,ME
James23,Radiant,437,255.7,1.3,179.7,0.84,0.56,0.37,0.07,47.7,21.6,0.39,367,568,245,162,31,2,Raze,LATAM
Erica29,Mystic,437,284.4,2.06,177.3,1.52,0.23,0.14,0.16,31.9,19.7,0.14,664,900,101,61,70,1,Yoru,EU
Wmoses,Legion,494,319.6,1.9,150.6,1.38,0.2,0.27,0.13,35.8,26.4,0.01,682,939,99,133,64,7,Neon,India
Raymondlynch,Revolution,323,294.8,1.6,193.4,1.68,0.34,0.19,0.16,27.9,43.9,0.53,543,517,110,61,52,1,Neon,Oceania
Thomas15,Quantum,304,289.1,1.69,215.8,1.55,0.13,0.13,0.12,52.9,30.9,0.67,471,514,40,40,36,7,Neon,NA
Wendysteele,Titan,206,309.4,1.44,146.5,0.93,0.77,0.03,0.13,35.1,16.1,0.35,192,297,159,6,27,1,Killjoy,Oceania
Swoodward,Aegis,332,329.9,1.3,155.2,1.53,0.49,0.16,0.14,48.3,28.0,0.73,508,432,163,53,46,2,Fade,LATAM
Veronicahall,Revolution,283,350.6,1.68,214.9,1.37,0.43,0.18,0.17,42.0,38.6,0.89,388,475,122,51,48,2,Yoru,Japan
Kgreen,Zenith,328,296.1,1.32,153.5,1.14,0.41,0.14,0.08,31.5,33.4,0.85,374,433,134,46,26,4,Brimstone,ME
Farmerjames,Zenith,120,241.5,1.21,164.3,1.53,0.3,0.11,0.01,36.3,18.1,0.39,184,145,36,13,1,7,Yoru,Russia
Gmaynard,Zenith,485,268.9,1.16,156.7,0.71,0.64,0.1,0.16,34.2,12.6,0.41,344,563,310,48,78,1,Cypher,ASIA
Sonya76,T1A,232,318.6,0.74,179.4,1.3,0.69,0.18,0.09,26.9,43.4,0.58,302,172,160,42,21,6,Sova,ASIA
Rbailey,Sentinel,499,255.1,1.12,177.4,0.75,0.44,0.29,0.2,21.3,47.5,0.72,374,559,220,145,100,4,Cypher,ME
Phillip89,Obsidian,301,334.6,1.49,184.1,0.38,0.5,0.16,0.0,42.3,33.5,0.69,114,448,150,48,0,4,Omen,Oceania
Csanchez,Spectre,440,285.4,2.22,171.2,1.69,0.23,0.31,0.16,53.1,59.4,0.9,744,977,101,136,70,3,Yoru,Russia
Ldaniel,T1A,190,297.4,1.08,147.4,0.53,0.42,0.08,0.04,29.2,15.1,0.39,101,205,80,15,8,6,Astra,India
Powersthomas,OrgY,277,339.1,1.54,147.9,1.12,0.34,0.07,0.08,32.5,19.1,0.45,310,427,94,19,22,5,Omen,Japan
Danielleshea,Nebula,497,288.6,1.13,165.3,0.77,0.31,0.16,0.2,23.0,50.1,0.04,383,562,154,80,99,1,Sage,Japan
Johnmills,Fusion,174,278.5,1.09,169.8,1.53,0.21,0.38,0.05,37.4,26.2,0.65,266,190,37,66,9,5,Yoru,EU
Martincaleb,Mystic,268,257.3,1.09,206.2,0.89,0.42,0.07,0.02,16.4,53.7,0.0,239,292,113,19,5,7,Viper,EU
Barnesashley,Nebula,312,306.4,1.17,157.2,0.74,0.49,0.17,0.01,21.1,37.9,0.1,231,365,153,53,3,1,Viper,China
Rdominguez,Ascend,317,289.7,1.59,167.6,1.47,0.3,0.32,0.03,48.9,28.0,0.59,466,504,95,101,10,5,Reyna,India
Carl05,Ascend,499,265.5,1.42,180.1,1.98,0.25,0.18,0.06,34.2,58.6,0.23,988,709,125,90,30,5,Yoru,China
Julie97,Valor,488,309.4,1.32,166.6,1.39,0.15,0.21,0.07,51.4,25.1,0.16,678,644,73,102,34,3,Raze,EU
Rogerpotter,T1A,361,313.1,1.26,201.6,0.65,0.31,0.26,0.15,48.2,48.8,0.61,235,455,112,94,54,2,Breach,ASIA
Emma31,Nebula,273,289.2,1.44,151.0,0.6,0.53,0.28,0.14,39.3,24.6,0.71,164,393,145,76,38,7,Cypher,India
Crawfordmichael,T1A,419,314.6,1.46,162.4,0.6,0.42,0.13,0.03,24.7,14.3,0.19,251,612,176,54,13,3,Cypher,China
Morriskrystal,Storm,362,293.6,2.0,163.0,1.63,0.5,0.37,0.12,31.5,38.7,0.67,590,724,181,134,43,7,Yoru,LATAM
Gordonstefanie,Revolution,327,322.7,1.55,188.9,0.87,0.47,0.07,0.17,23.4,34.7,0.15,284,507,154,23,56,7,Cypher,Oceania
Robertpierce,T1A,311,360.7,1.3,195.2,0.99,0.76,0.32,0.1,28.0,23.1,0.82,308,404,236,100,31,1,KAY/O,India
Alopez,Vanguard,464,246.1,1.18,166.4,1.33,0.32,0.3,0.16,31.9,31.3,0.71,617,548,148,139,74,5,Jett,LATAM
Tmorgan,OrgY,258,227.5,1.3,173.7,0.88,0.4,0.06,0.03,34.0,26.6,0.92,227,335,103,15,8,3,Omen,EU
Christianvillanueva,Spectre,269,271.4,1.13,96.0,1.07,0.85,0.29,0.12,31.5,27.2,0.99,288,304,229,78,32,7,Breach,ME
Thompsonrobert,Revolution,378,306.2,1.11,177.6,0.54,0.56,0.33,0.09,48.3,47.3,0.32,204,420,212,125,34,1,Fade,ASIA
Marcus75,Quantum,221,285.1,1.37,174.4,1.66,0.23,0.24,0.09,52.8,21.7,0.09,367,303,51,53,20,4,Yoru,Russia
Sean96,Titan,159,325.7,1.3,159.3,1.7,0.22,0.26,0.01,31.2,36.2,0.37,270,207,35,41,2,5,Reyna,ME
Deborahwhite,Ascend,176,297.6,1.26,175.0,1.0,0.28,0.09,0.09,20.9,12.9,0.45,176,222,49,16,16,7,Brimstone,ME
Laura09,Aegis,212,324.2,1.13,156.6,1.45,0.46,0.27,0.11,42.3,65.3,0.3,307,240,98,57,23,2,Sova,ME
Ryan08,Harmony,459,292.4,0.8,182.9,1.22,0.64,0.23,0.13,28.1,42.8,0.4,560,367,294,106,60,4,Sova,Russia
Thomas12,Obsidian,131,290.2,1.44,171.6,0.65,0.3,0.07,0.0,42.9,40.1,0.79,85,189,39,9,0,7,Viper,ASIA
Dustin94,Mirage,131,318.7,1.76,187.6,1.21,0.29,0.3,0.07,40.5,62.3,0.31,159,231,38,39,9,1,Raze,EU
Nunezedward,Titan,490,299.4,1.22,205.6,1.26,0.6,0.26,0.1,22.1,31.4,0.36,617,598,294,127,49,5,Breach,EU
Tatealexis,OrgY,487,275.3,1.2,160.6,0.53,0.85,0.01,0.11,25.5,45.9,0.01,258,584,414,5,54,1,Cypher,ME
Carlosramirez,Harmony,335,312.9,0.68,159.8,0.69,0.55,0.09,0.07,42.4,54.0,0.49,231,228,184,30,23,7,Sage,ME
Vcurtis,Pulse,415,295.5,1.37,157.2,1.18,0.49,0.09,0.04,26.0,38.1,0.34,490,569,203,37,17,6,Omen,Japan
Brandonberry,Vanguard,341,341.4,1.54,151.8,0.84,0.57,0.23,0.09,45.5,21.7,0.96,286,525,194,78,31,1,Breach,EU
Thull,Pulse,486,297.8,0.99,121.7,0.93,0.63,0.14,0.14,20.6,40.9,0.61,452,481,306,68,68,2,Cypher,LATAM
Vjohnson,Zenith,313,274.4,1.51,179.8,1.5,0.22,0.31,0.02,32.9,63.8,0.64,470,473,69,97,6,4,Jett,ME
Davidsanders,OrgZ,113,354.7,1.57,185.4,1.43,0.34,0.21,0.08,41.8,48.4,0.29,162,177,38,24,9,3,Raze,NA
Fpoole,Nova,104,340.1,1.32,167.4,0.85,0.31,0.28,0.1,41.4,52.0,0.4,88,137,32,29,10,3,Fade,LATAM
Aparker,Spectre,238,284.8,1.46,141.7,0.96,0.61,0.12,0.05,28.8,36.7,0.62,228,347,145,29,12,7,Sage,ASIA
Johnsoncynthia,Aegis,436,257.6,0.92,182.5,0.86,0.38,0.12,0.03,33.4,11.5,0.02,375,401,166,52,13,4,Brimstone,Russia
Lmoore,T1A,415,278.2,1.45,192.7,1.32,0.28,0.27,0.12,54.1,23.1,0.27,548,602,116,112,50,4,Phoenix,ME
Darrellmorris,Vanguard,391,270.1,1.3,174.5,0.94,0.39,0.17,0.15,25.9,49.7,0.01,368,508,152,66,59,7,Sova,NA
Christopherowens,Nebula,474,262.3,1.7,166.0,1.14,0.36,0.23,0.08,29.3,34.0,0.24,540,806,171,109,38,3,Viper,LATAM
Cristinalester,OrgY,292,324.0,1.21,147.9,1.12,0.58,0.24,0.1,19.2,17.3,0.09,327,353,169,70,29,1,Omen,ASIA
Pburke,Ascend,305,323.3,1.58,170.9,1.6,0.34,0.17,0.1,39.6,50.9,0.82,488,482,104,52,30,5,Neon,NA
Phall,Sentinel,487,288.9,1.57,169.9,0.62,0.49,0.19,0.1,49.4,13.2,0.16,302,765,239,93,49,4,Sage,ASIA
Ntaylor,Titan,264,270.2,1.65,196.1,0.68,0.37,0.16,0.04,34.5,34.9,0.72,180,436,98,42,11,5,Omen,LATAM
Kelsey56,Quantum,186,260.9,1.34,156.6,0.86,0.43,0.21,0.06,32.5,23.7,0.54,160,249,80,39,11,5,Astra,Russia
Mlee,Nova,474,276.8,1.44,193.5,0.93,0.38,0.17,0.03,37.7,13.6,0.95,441,683,180,81,14,1,Viper,LATAM
Nancymorrison,Pulse,453,290.9,1.73,199.3,1.46,0.24,0.15,0.16,46.0,59.2,0.97,661,784,109,68,72,3,Reyna,EU
Parksjudy,Mystic,354,309.0,1.77,179.4,1.46,0.29,0.39,0.11,25.7,46.0,0.27,517,627,103,138,39,1,Neon,Russia
Christopher94,Vanguard,181,319.2,1.8,186.2,1.52,0.16,0.35,0.12,25.4,27.7,0.68,275,326,29,63,22,6,Yoru,India
Pam83,Legion,377,271.9,1.45,165.3,0.67,0.67,0.26,0.21,35.7,33.8,0.06,253,547,253,98,79,6,Killjoy,China
Christopher96,Legion,367,310.7,1.19,178.8,1.0,0.37,0.08,0.07,26.3,15.2,0.8,367,437,136,29,26,5,Cypher,India
Paul43,T1A,155,255.9,1.4,189.5,0.86,0.53,0.14,0.01,25.8,47.9,0.97,133,217,82,22,2,3,Viper,EU
Stephenromero,Mystic,309,238.5,1.68,164.5,0.85,0.36,0.2,0.1,31.9,17.7,0.79,263,519,111,62,31,7,Omen,Oceania
Qsmith,Dominion,182,300.9,1.4,184.8,0.76,0.41,0.3,0.12,32.6,21.0,0.31,138,255,75,55,22,4,Fade,EU
Millertara,Eclipse,208,331.4,1.19,200.2,0.46,0.62,0.19,0.08,42.5,51.4,0.93,96,248,129,40,17,6,Skye,Japan
Rfischer,Obsidian,129,257.0,1.32,164.6,0.87,0.55,0.01,0.19,33.7,51.8,0.47,112,170,71,1,25,7,Killjoy,EU
Sandovalryan,Storm,424,249.8,1.53,177.1,1.07,0.51,0.32,0.1,37.1,24.5,0.34,454,649,216,136,42,6,Skye,LATAM
Johnnyhaynes,Storm,127,321.3,1.8,167.2,1.36,0.42,0.38,0.04,49.3,35.8,0.65,173,229,53,48,5,1,Neon,NA
Amy23,OrgZ,467,268.2,1.18,212.0,1.42,0.28,0.27,0.04,36.3,15.9,0.25,663,551,131,126,19,4,Yoru,Russia
Martineznicole,Storm,355,286.6,1.54,168.6,0.77,0.43,0.05,0.04,25.9,45.0,0.97,273,547,153,18,14,6,Astra,Russia
Sarah05,Valor,168,292.7,1.22,169.7,0.99,0.28,0.25,0.1,18.6,47.0,0.43,166,205,47,42,17,6,Viper,ME
Meganaguilar,T1A,332,279.4,1.23,163.4,0.84,0.58,0.29,0.1,40.0,30.0,0.77,279,408,193,96,33,2,Sage,Japan
Joy32,Pulse,317,342.3,0.81,168.3,0.52,0.34,0.15,0.1,17.9,42.8,0.02,165,257,108,48,32,1,Astra,India
Qherrera,Pulse,333,325.6,1.37,182.1,1.38,0.4,0.34,0.07,33.0,19.7,0.28,460,456,133,113,23,6,Phoenix,ME
Dunlaphector,Infinity,395,222.6,1.41,150.9,1.57,0.42,0.27,0.15,47.9,52.7,0.14,620,557,166,107,59,1,Reyna,Russia
Silvadaniel,Mystic,181,323.3,0.6,188.8,0.75,0.45,0.08,0.11,35.4,33.3,0.0,136,109,81,14,20,6,Omen,LATAM
Pperez,Harmony,142,307.9,1.18,148.7,0.87,0.26,0.14,0.03,25.2,23.9,0.71,124,168,37,20,4,1,Viper,India
Hhall,Radiant,421,320.1,1.32,189.9,1.29,0.5,0.2,0.12,32.7,42.9,0.03,543,556,210,84,51,7,Fade,ME
Jessica44,Spectre,217,320.6,2.06,211.6,1.53,0.23,0.16,0.13,34.9,37.7,0.04,332,447,50,35,28,5,Neon,Russia
Julieolson,Quantum,194,315.2,1.56,195.7,1.83,0.24,0.11,0.09,38.8,34.3,0.03,355,303,47,21,17,6,Reyna,Japan
Lwilliams,Valor,399,284.2,1.38,121.3,0.61,0.45,0.22,0.01,24.0,11.3,0.86,243,551,180,88,4,7,Cypher,Russia
Webereric,Vanguard,302,265.7,0.81,159.3,0.8,0.49,0.18,0.1,40.8,41.5,0.38,242,245,148,54,30,2,Viper,India
Steelejohn,Nova,475,269.8,1.66,171.0,1.11,0.09,0.25,0.18,43.9,33.5,0.86,527,788,43,119,86,7,Raze,EU
Andrea87,OrgY,441,295.8,1.44,167.1,1.02,0.78,0.23,0.1,27.0,62.7,0.47,450,635,344,101,44,4,Fade,Oceania
Dthompson,Infinity,245,356.7,1.27,173.2,1.22,0.58,0.23,0.1,49.7,52.2,0.37,299,311,142,56,24,2,Breach,ASIA
Christopher49,Mirage,212,294.8,1.34,170.3,1.07,0.3,0.27,0.15,41.8,34.8,0.05,227,284,64,57,32,1,Fade,India
Margaretthomas,Phantom,120,313.8,0.9,181.2,1.25,0.25,0.26,0.17,39.9,33.0,0.93,150,108,30,31,20,7,Jett,China
Tjones,Mystic,134,316.3,1.39,171.4,1.29,0.23,0.15,0.14,31.5,26.8,0.2,173,186,31,20,19,5,Jett,LATAM
Travisboyer,Infinity,484,314.8,1.39,153.7,0.44,0.65,0.25,0.2,50.0,52.4,0.41,213,673,315,121,97,6,Cypher,Oceania
Oramirez,Mystic,221,221.8,1.32,163.5,1.32,0.19,0.23,0.05,18.2,19.3,0.31,292,292,42,51,11,2,Viper,Japan
Matthewerickson,Sentinel,142,306.7,0.83,221.6,0.73,0.25,0.08,0.07,27.7,52.3,0.13,104,118,36,11,10,5,Astra,LATAM
Davislogan,Eclipse,288,301.0,1.13,221.3,0.88,0.52,0.3,0.1,38.3,20.3,0.43,253,325,150,86,29,2,KAY/O,China
Jwhite,Vanguard,439,304.4,1.64,223.3,1.43,0.28,0.26,0.19,30.5,28.0,0.12,628,720,123,114,83,7,Phoenix,LATAM
Wallacecynthia,Pulse,344,326.1,1.14,194.6,1.59,0.27,0.25,0.09,47.6,38.5,0.61,547,392,93,86,31,6,Neon,China
Emmashaw,Valor,261,284.6,1.2,136.5,0.67,0.88,0.11,0.2,40.8,57.3,0.03,175,313,230,29,52,4,Killjoy,India
Annwinters,Eclipse,455,267.9,1.29,175.1,0.62,0.23,0.15,0.1,30.0,25.4,0.19,282,587,105,68,46,7,Viper,India
Nancyjordan,T1A,210,290.7,0.83,149.7,0.82,0.36,0.05,0.04,41.8,13.3,0.71,172,174,76,10,8,5,Sage,ME
Nolanpatricia,Sentinel,317,275.1,1.17,168.8,0.81,0.73,0.01,0.0,32.8,43.0,0.86,257,371,231,3,0,1,Cypher,Russia
Tammywoods,Revolution,222,291.4,1.66,182.9,0.51,0.56,0.29,0.11,45.4,45.0,0.3,113,369,124,64,24,2,Killjoy,EU
Johnsonandrew,Revolution,490,262.6,1.21,167.2,1.46,0.32,0.1,0.1,22.4,40.0,0.52,715,593,157,49,49,2,Astra,NA
Karen91,OrgY,199,289.1,1.83,176.2,1.14,0.38,0.21,0.18,52.5,21.1,0.14,227,364,76,42,36,3,Reyna,Oceania
Martinpatricia,Revolution,161,286.0,1.43,171.3,0.76,0.79,0.2,0.18,47.3,37.4,0.63,122,230,127,32,29,5,Fade,LATAM
Sallywalker,Obsidian,194,303.4,1.67,157.5,0.86,0.35,0.19,0.13,44.3,48.5,0.01,167,324,68,37,25,3,Astra,Russia
Gpineda,Quantum,367,318.0,1.73,210.5,0.9,0.5,0.31,0.11,48.5,23.2,0.5,330,635,184,114,40,1,Breach,Oceania
Gregmccall,Vanguard,291,297.2,1.7,183.9,1.79,0.13,0.37,0.11,32.6,41.0,0.25,521,495,38,108,32,3,Reyna,Russia
Lleonard,Dominion,335,271.3,1.26,128.1,1.13,0.39,0.07,0.22,21.0,17.4,0.52,379,422,131,23,74,5,Sage,LATAM
Lorijohnson,Mystic,290,261.2,1.58,179.2,1.15,0.35,0.33,0.15,52.1,19.2,0.55,334,458,102,96,44,2,Neon,Oceania
Hhenry,Infinity,397,290.3,1.52,184.7,1.28,0.21,0.16,0.16,39.9,20.7,0.87,508,603,83,64,64,5,Phoenix,Japan
Jesse80,Revolution,437,303.8,0.93,186.4,0.38,0.52,0.15,0.05,20.4,37.3,0.13,166,406,227,66,22,2,Omen,Oceania
Tami61,Sentinel,231,315.8,1.8,145.4,1.39,0.29,0.11,0.09,31.8,50.2,0.22,321,416,67,25,21,2,Neon,India
Moralesvincent,Storm,500,321.9,1.83,173.2,1.41,0.38,0.3,0.02,48.8,25.4,0.7,705,915,190,150,10,4,Neon,China
Michaelgrant,Pulse,411,326.1,1.41,161.9,0.79,0.45,0.07,0.09,36.0,35.2,0.03,325,580,185,29,37,2,Viper,India
Nathaniel38,Storm,380,243.5,0.91,187.5,0.79,0.69,0.33,0.12,34.3,30.2,0.62,300,346,262,125,46,5,Fade,Oceania
Lmeyers,Aegis,196,263.7,1.22,176.0,1.13,0.14,0.12,0.06,41.6,27.0,0.02,221,239,27,24,12,4,Omen,ME
Mcmahontimothy,Zenith,252,363.3,1.37,184.3,1.06,0.49,0.25,0.16,24.2,29.7,0.48,267,345,123,63,40,2,Sova,India
